video_id,user_unique_id,video_create_time,video_digg_count,video_share_count,video_comment_count,video_play_count,hashtags,used_proper_hastags,data_date
7209049043270946094,figapp,1678487536,14,0,0,193,,True,2023-03-10
7208237488748416298,figapp,1678298582,171,1,2,1498,,True,2023-03-10
7207525621466090798,figapp,1678132849,276,1,8,1889,ibs;lowfodmap,True,2023-03-10
7206409728879119658,figapp,1677873027,290,0,2,3905,,True,2023-03-10
7205645890764246314,figapp,1677695185,109,0,0,935,,True,2023-03-10
7204931305002306862,figapp,1677528803,153,0,4,1362,figapp;cornallergy,True,2023-03-10
7203739636470992171,figapp,1677251349,612,1,7,6510,foodallergies;figapp,True,2023-03-10
7203485572415933739,figapp,1677192190,26,2,3,571,glutenfree,True,2023-03-10
7202708096093916458,figapp,1677011172,408,0,3,4767,foodallergies,True,2023-03-10
7202327518089612590,figapp,1676922566,76,1,4,1482,,True,2023-03-10
7200837947170622763,figapp,1676575746,64,0,0,1438,,True,2023-03-10
7200442519761505582,figapp,1676483680,160,1,1,2258,,True,2023-03-10
7200103443355241770,figapp,1676404739,232,0,2,3612,,True,2023-03-10
7199717473611091246,figapp,1676314885,46,0,2,891,stitch;everyingredient,True,2023-03-10
7199714505797143854,figapp,1676314195,134,0,5,1826,,True,2023-03-10
7198666343514639659,figapp,1676070130,136,0,1,2044,,True,2023-03-10
7197520031855496490,figapp,1675803231,81,0,4,2093,dietaryrestrictions;foodallergies,True,2023-03-10
7197518628407840043,figapp,1675802903,83,1,2,1702,,True,2023-03-10
7197516969770487086,figapp,1675802521,81,0,2,1188,,True,2023-03-10
7195653323482058026,figapp,1675368605,152,0,2,1859,figapp;nyu,True,2023-03-10
7194948095640227114,figapp,1675204406,49,0,1,918,,True,2023-03-10
7194622986505325870,figapp,1675128709,33,0,6,859,,True,2023-03-10
7193464911857585450,figapp,1674859081,61,0,3,1231,,True,2023-03-10
7193106753893092654,figapp,1674775687,106,0,2,1465,,True,2023-03-10
7192669238551678250,figapp,1674673828,60,0,0,1035,,True,2023-03-10
7192317938211310890,figapp,1674592035,60,0,2,1142,foodallergies;dietaryrestrictions;lowfodmap;glutenfree;dairyfree;vegan,True,2023-03-10
7192312238693240107,figapp,1674590705,201,0,4,2218,nyu;foodallergies,True,2023-03-10
7191887958151089450,figapp,1674491931,152,1,4,2170,,True,2023-03-10
7190912724715719982,figapp,1674264849,296,1,6,4851,,True,2023-03-10
7190542618164563242,figapp,1674178675,289,0,1,4201,,True,2023-03-10
7209049043270946094,figapp,1678487536,14,0,0,193,,True,2023-03-10
7208237488748416298,figapp,1678298582,171,1,2,1498,,True,2023-03-10
7207525621466090798,figapp,1678132849,276,1,8,1889,ibs;lowfodmap,True,2023-03-10
7206409728879119658,figapp,1677873027,290,0,2,3905,,True,2023-03-10
7205645890764246314,figapp,1677695185,109,0,0,935,,True,2023-03-10
7204931305002306862,figapp,1677528803,153,0,4,1362,figapp;cornallergy,True,2023-03-10
7203739636470992171,figapp,1677251349,612,1,7,6510,foodallergies;figapp,True,2023-03-10
7203485572415933739,figapp,1677192190,26,2,3,571,glutenfree,True,2023-03-10
7202708096093916458,figapp,1677011172,408,0,3,4767,foodallergies,True,2023-03-10
7202327518089612590,figapp,1676922566,76,1,4,1482,,True,2023-03-10
7200837947170622763,figapp,1676575746,64,0,0,1438,,True,2023-03-10
7200442519761505582,figapp,1676483680,160,1,1,2258,,True,2023-03-10
7200103443355241770,figapp,1676404739,232,0,2,3612,,True,2023-03-10
7199717473611091246,figapp,1676314885,46,0,2,891,stitch;everyingredient,True,2023-03-10
7199714505797143854,figapp,1676314195,134,0,5,1826,,True,2023-03-10
7198666343514639659,figapp,1676070130,136,0,1,2044,,True,2023-03-10
7197520031855496490,figapp,1675803231,81,0,4,2093,dietaryrestrictions;foodallergies,True,2023-03-10
7197518628407840043,figapp,1675802903,83,1,2,1702,,True,2023-03-10
7197516969770487086,figapp,1675802521,81,0,2,1188,,True,2023-03-10
7195653323482058026,figapp,1675368605,152,0,2,1859,figapp;nyu,True,2023-03-10
7194948095640227114,figapp,1675204406,49,0,1,918,,True,2023-03-10
7194622986505325870,figapp,1675128709,33,0,6,859,,True,2023-03-10
7193464911857585450,figapp,1674859081,61,0,3,1231,,True,2023-03-10
7193106753893092654,figapp,1674775687,106,0,2,1465,,True,2023-03-10
7192669238551678250,figapp,1674673828,60,0,0,1035,,True,2023-03-10
7192317938211310890,figapp,1674592035,60,0,2,1142,foodallergies;dietaryrestrictions;lowfodmap;glutenfree;dairyfree;vegan,True,2023-03-10
7192312238693240107,figapp,1674590705,201,0,4,2218,nyu;foodallergies,True,2023-03-10
7191887958151089450,figapp,1674491931,152,1,4,2170,,True,2023-03-10
7190912724715719982,figapp,1674264849,296,1,6,4851,,True,2023-03-10
7190542618164563242,figapp,1674178675,289,0,1,4201,,True,2023-03-10
7209049043270946094,figapp,1678487536,14,0,0,193,,True,2023-03-10
7208237488748416298,figapp,1678298582,171,1,2,1498,,True,2023-03-10
7207525621466090798,figapp,1678132849,276,1,8,1889,ibs;lowfodmap,True,2023-03-10
7206409728879119658,figapp,1677873027,290,0,2,3905,,True,2023-03-10
7205645890764246314,figapp,1677695185,109,0,0,935,,True,2023-03-10
7204931305002306862,figapp,1677528803,153,0,4,1362,figapp;cornallergy,True,2023-03-10
7203739636470992171,figapp,1677251349,612,1,7,6510,foodallergies;figapp,True,2023-03-10
7203485572415933739,figapp,1677192190,26,2,3,571,glutenfree,True,2023-03-10
7202708096093916458,figapp,1677011172,408,0,3,4767,foodallergies,True,2023-03-10
7202327518089612590,figapp,1676922566,76,1,4,1482,,True,2023-03-10
7200837947170622763,figapp,1676575746,64,0,0,1438,,True,2023-03-10
7200442519761505582,figapp,1676483680,160,1,1,2258,,True,2023-03-10
7200103443355241770,figapp,1676404739,232,0,2,3612,,True,2023-03-10
7199717473611091246,figapp,1676314885,46,0,2,891,stitch;everyingredient,True,2023-03-10
7199714505797143854,figapp,1676314195,134,0,5,1826,,True,2023-03-10
7198666343514639659,figapp,1676070130,136,0,1,2044,,True,2023-03-10
7197520031855496490,figapp,1675803231,81,0,4,2093,dietaryrestrictions;foodallergies,True,2023-03-10
7197518628407840043,figapp,1675802903,83,1,2,1702,,True,2023-03-10
7197516969770487086,figapp,1675802521,81,0,2,1188,,True,2023-03-10
7195653323482058026,figapp,1675368605,152,0,2,1859,figapp;nyu,True,2023-03-10
7194948095640227114,figapp,1675204406,49,0,1,918,,True,2023-03-10
7194622986505325870,figapp,1675128709,33,0,6,859,,True,2023-03-10
7193464911857585450,figapp,1674859081,61,0,3,1231,,True,2023-03-10
7193106753893092654,figapp,1674775687,106,0,2,1465,,True,2023-03-10
7192669238551678250,figapp,1674673828,60,0,0,1035,,True,2023-03-10
7192317938211310890,figapp,1674592035,60,0,2,1142,foodallergies;dietaryrestrictions;lowfodmap;glutenfree;dairyfree;vegan,True,2023-03-10
7192312238693240107,figapp,1674590705,201,0,4,2218,nyu;foodallergies,True,2023-03-10
7191887958151089450,figapp,1674491931,152,1,4,2170,,True,2023-03-10
7190912724715719982,figapp,1674264849,296,1,6,4851,,True,2023-03-10
7190542618164563242,figapp,1674178675,289,0,1,4201,,True,2023-03-10
7189665654826388779,figapp,1673974508,160,0,6,2184,capcut,True,2023-03-10
7189661151314054443,figapp,1673973464,574,0,9,8533,,True,2023-03-10
7188166594328104238,figapp,1673625465,109,0,4,2068,,True,2023-03-10
7187859223403875626,figapp,1673553899,122,0,5,2350,,True,2023-03-10
7187120203107601710,figapp,1673381842,885,1,6,9721,,True,2023-03-10
7186694140493597998,figapp,1673282655,36,1,2,984,stitch,True,2023-03-10
7183458430386982186,figapp,1672529262,24,0,2,1210,,True,2023-03-10
7182989871311686958,figapp,1672420171,616,1,7,7491,,True,2023-03-10
7181844485263936810,figapp,1672153505,335,0,3,4320,,True,2023-03-10
7180035253866663211,figapp,1671732243,101,0,3,2765,dietaryrestrictions;foodallergies;figapp,True,2023-03-10
7179724450877934894,figapp,1671659876,430,1,3,5789,,True,2023-03-10
7178925436951334186,figapp,1671473845,113,1,14,3082,,True,2023-03-10
7177797539457010986,figapp,1671211236,181,4,3,4650,,True,2023-03-10
7177397369737071914,figapp,1671118060,737,3,13,16100,,True,2023-03-10
7176646815931206958,figapp,1670943311,42400,41,159,561100,,True,2023-03-10
7174071559559171371,figapp,1670343730,568,1,5,9498,,True,2023-03-10
7172628812629364011,figapp,1670007794,385,1,4,7996,,True,2023-03-10
7171889197207293226,figapp,1669835602,387,1,6,4144,,True,2023-03-10
7169594571012263210,figapp,1669301341,152,3,5,3181,,True,2023-03-10
7168532605829385518,figapp,1669054071,871,2,9,18100,,True,2023-03-10
7166647974896979243,figapp,1668615273,1656,0,16,27800,,True,2023-03-10
7165950776135896366,figapp,1668452961,6509,5,46,122100,,True,2023-03-10
7164379954795515182,figapp,1668087208,330,2,5,4783,dietaryrestrictions;foodallergies;glutenfree;dairyfree;lowfodmap,True,2023-03-10
7163350029745360174,figapp,1667847408,60,0,0,2066,,True,2023-03-10
7163349768515734827,figapp,1667847345,161,0,5,2865,,True,2023-03-10
7162229354603367722,figapp,1667586489,84100,912,561,4500000,,True,2023-03-10
7161222384224111915,figapp,1667352026,510,63,15,11000,dietaryrestrictions;foodallergies,True,2023-03-10
7161151843496742187,figapp,1667335611,83,11,3,3047,dietaryrestrictions;foodallergies,True,2023-03-10
7158951309373099307,figapp,1666823250,401,1,8,9899,,True,2023-03-10
7158093474829618478,figapp,1666623525,117,3,2,3193,,True,2023-03-10
7209049043270946094,figapp,1678487536,14,0,0,193,,True,2023-03-10
7208237488748416298,figapp,1678298582,171,1,2,1498,,True,2023-03-10
7207525621466090798,figapp,1678132849,276,1,8,1889,ibs;lowfodmap,True,2023-03-10
7206409728879119658,figapp,1677873027,290,0,2,3905,,True,2023-03-10
7205645890764246314,figapp,1677695185,109,0,0,935,,True,2023-03-10
7204931305002306862,figapp,1677528803,153,0,4,1362,figapp;cornallergy,True,2023-03-10
7203739636470992171,figapp,1677251349,612,1,7,6510,foodallergies;figapp,True,2023-03-10
7203485572415933739,figapp,1677192190,26,2,3,571,glutenfree,True,2023-03-10
7202708096093916458,figapp,1677011172,408,0,3,4767,foodallergies,True,2023-03-10
7202327518089612590,figapp,1676922566,76,1,4,1482,,True,2023-03-10
7200837947170622763,figapp,1676575746,64,0,0,1438,,True,2023-03-10
7200442519761505582,figapp,1676483680,160,1,1,2258,,True,2023-03-10
7200103443355241770,figapp,1676404739,232,0,2,3612,,True,2023-03-10
7199717473611091246,figapp,1676314885,46,0,2,891,stitch;everyingredient,True,2023-03-10
7199714505797143854,figapp,1676314195,134,0,5,1826,,True,2023-03-10
7198666343514639659,figapp,1676070130,136,0,1,2044,,True,2023-03-10
7197520031855496490,figapp,1675803231,81,0,4,2093,dietaryrestrictions;foodallergies,True,2023-03-10
7197518628407840043,figapp,1675802903,83,1,2,1702,,True,2023-03-10
7197516969770487086,figapp,1675802521,81,0,2,1188,,True,2023-03-10
7195653323482058026,figapp,1675368605,152,0,2,1859,figapp;nyu,True,2023-03-10
7194948095640227114,figapp,1675204406,49,0,1,918,,True,2023-03-10
7194622986505325870,figapp,1675128709,33,0,6,859,,True,2023-03-10
7193464911857585450,figapp,1674859081,61,0,3,1231,,True,2023-03-10
7193106753893092654,figapp,1674775687,106,0,2,1465,,True,2023-03-10
7192669238551678250,figapp,1674673828,60,0,0,1035,,True,2023-03-10
7192317938211310890,figapp,1674592035,60,0,2,1142,foodallergies;dietaryrestrictions;lowfodmap;glutenfree;dairyfree;vegan,True,2023-03-10
7192312238693240107,figapp,1674590705,201,0,4,2218,nyu;foodallergies,True,2023-03-10
7191887958151089450,figapp,1674491931,152,1,4,2170,,True,2023-03-10
7190912724715719982,figapp,1674264849,296,1,6,4851,,True,2023-03-10
7190542618164563242,figapp,1674178675,289,0,1,4201,,True,2023-03-10
7189665654826388779,figapp,1673974508,160,0,6,2184,capcut,True,2023-03-10
7189661151314054443,figapp,1673973464,574,0,9,8533,,True,2023-03-10
7188166594328104238,figapp,1673625465,109,0,4,2068,,True,2023-03-10
7187859223403875626,figapp,1673553899,122,0,5,2350,,True,2023-03-10
7187120203107601710,figapp,1673381842,885,1,6,9721,,True,2023-03-10
7186694140493597998,figapp,1673282655,36,1,2,984,stitch,True,2023-03-10
7183458430386982186,figapp,1672529262,24,0,2,1210,,True,2023-03-10
7182989871311686958,figapp,1672420171,616,1,7,7491,,True,2023-03-10
7181844485263936810,figapp,1672153505,335,0,3,4320,,True,2023-03-10
